release_year,author_name,book_shortener,book_title,poem_title,excerpt,file_name,link_url,low_res_file_name,low_res_link_url,folder_link,file_type,file_type_helper,book_release_catalog,graphic_made_status,approved_for_quote_image,used_status,notes,alternate_filename,source_row_number,source_row_numbers,excerpt_id,excerpt_ids,source_row_count,release_year_values,any_graphic_made_status_y,any_approved_for_quote_image_y,missing_core_fields,asset_key
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“An Autobiography”,"“One day, she will leave him because feeling special isn’t as important as feeling loved.”","Singer - FYTTAOSD - Quote Image - One day, she.png",https://drive.google.com/a/buttonpoetry.com/file/d/1pg3eyAhvAfASneRNDV_VzsLMOssRdW5V/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17215,17215,12361,12361,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1pg3eyAhvAfASneRNDV_VzsLMOssRdW5V/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“An Autobiography”,“The boy who wears his comic books like armor is not a good lover. The way he barely touches her makes her feel unattractive. Like he is only doing this because she wants him to. This could not be further from the truth. He is simply treating her like the only thing that has ever been this important to him before: comic books.”,Singer - FYTTAOSD - Quote Image - The boy who.png,https://drive.google.com/a/buttonpoetry.com/file/d/1n-pMWI6_gxOqYE3jY9vcpFHf6hNE7-pp/view?usp=drivesdk,,,,QI,QI,,,,TRUE,,,17216,17216,12357,12357,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1n-pMWI6_gxOqYE3jY9vcpFHf6hNE7-pp/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“ASL”,"“I don’t know if there is a sign for missing yourself, for missing who you used to be. But if I don’t learn to use my words more openly, more honestly, I am going to need one.”",Singer - FYTTAOSD - Quote Image - I don't know if there.png,https://drive.google.com/a/buttonpoetry.com/file/d/14W6YOGx69bu07wytP8axLXBKCFXTB_5Q/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17239,17239,12380,12380,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/14W6YOGx69bu07wytP8axLXBKCFXTB_5Q/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“ASL”,“I used to think this is what made me special; now I worry that I have learned to manipulate words so well that even I can’t tell when I am lying.”,Singer - FYTTAOSD - Quote Image - I used to think this.png,https://drive.google.com/a/buttonpoetry.com/file/d/1r69CuDmIK9C6e55XWqz5jCT6HWvgi0F1/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17235,17235,12379,12379,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1r69CuDmIK9C6e55XWqz5jCT6HWvgi0F1/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Beekeeper”,“I don’t know if your story was true—you are the only person whose facts I never bothered to check.”,Singer - FYTTAOSD - Quote Image - I don't know if your.png,https://drive.google.com/a/buttonpoetry.com/file/d/1FrMPZ_zxNwMpQtW2g0qzjWi3b72fdw3k/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17240,17240,12382,12382,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1FrMPZ_zxNwMpQtW2g0qzjWi3b72fdw3k/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Beer”,"“When the time finally comes to say goodbye to me for the last time, don’t hurt yourself trying to sum up everything you want to say.”",Singer - FYTTAOSD - Quote Image - When the time finally.png,https://drive.google.com/a/buttonpoetry.com/file/d/1z4V9MrBbuD-gkHUoo4m_YPULi6qm7A9h/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17247,17247,12387,12387,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1z4V9MrBbuD-gkHUoo4m_YPULi6qm7A9h/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Being Jewish Means Always Being Too Much or Not Enough 1”,"“It’s the 4th of July, a day meant to celebrate freedom and tolerance in a country that seems to have forgotten both.”",Singer - FYTTAOSD - Quote Image - It's the 4th.png,https://drive.google.com/a/buttonpoetry.com/file/d/1JC6YebL2LFRaaCw5-HCr87yhGUafO_TB/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17257,17257,12395,12395,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1JC6YebL2LFRaaCw5-HCr87yhGUafO_TB/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Exchange Rates 2”,“How much did I sacrifice for all my second chances?”,Singer - FYTTAOSD - Quote Image - How much did I.png,https://drive.google.com/a/buttonpoetry.com/file/d/1rCuLCKKzQDYTSB12nMJYJ2JRu-QomNbh/view?usp=drivesdk,,,,QI,QI,,,,TRUE,,,17301,17301,12412,12412,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1rCuLCKKzQDYTSB12nMJYJ2JRu-QomNbh/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Exchange Rates 2”,"“I had not yet learned the magic of steel, did not yet know how everything echoes in here, had not learned the different sound my bones make after failure and success.”",Singer - FYTTAOSD - Quote Image - I had not yet.png,https://drive.google.com/a/buttonpoetry.com/file/d/1AoK9mQVnoPHetaJ7S4p3i-qPDBON_a_3/view?usp=drivesdk,,,,QI,QI,,,,TRUE,,,17293,17293,12409,12409,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1AoK9mQVnoPHetaJ7S4p3i-qPDBON_a_3/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Exchange Rates 2”,"“I thought being hard to hold was always a fault. When I finally melt, I fit perfectly.”",Singer - FYTTAOSD - Quote Image - I thought being hard.png,https://drive.google.com/a/buttonpoetry.com/file/d/1w0lceP7__6SPn_Wgzl6k0sO2pKJU7Zz4/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17294,17294,12410,12410,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1w0lceP7__6SPn_Wgzl6k0sO2pKJU7Zz4/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Exchange Rates 2”,“I will not fall when leaned on.”,Singer - FYTTAOSD - Quote Image - I will not fall.png,https://drive.google.com/a/buttonpoetry.com/file/d/1ky1loGWSUVBCynhRFnosts1VzV7sEYTB/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17295,17295,12411,12411,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1ky1loGWSUVBCynhRFnosts1VzV7sEYTB/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Exchange Rates”,“I am not a great beauty. I will never be a mighty warrior or a masterful sage.”,Singer - FYTTAOSD - Quote Image - I am not a great.png,https://drive.google.com/a/buttonpoetry.com/file/d/1uyagWBkXu61yWCTaTqH3PiVSazmzLdp3/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17289,17289,12402,12402,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1uyagWBkXu61yWCTaTqH3PiVSazmzLdp3/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Exchange Rates”,“I don’t want to have to try so hard for so little forever.”,Singer - FYTTAOSD - Quote Image - I don't want to have.png,https://drive.google.com/a/buttonpoetry.com/file/d/1KSGY4V6b993xFwOF3-sZ747DM2irFlFc/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17285,17285,12405,12405,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1KSGY4V6b993xFwOF3-sZ747DM2irFlFc/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Exchange Rates”,"“I used to be able to sing, but I traded in my last gasp of magic for the gravel in my throat, for the steel in my belly.”",Singer - FYTTAOSD - Quote Image - I used to be able.png,https://drive.google.com/a/buttonpoetry.com/file/d/1rmB9rvNPrTO40uy2st7EgpY3UzVDNqWK/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17283,17283,12404,12404,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1rmB9rvNPrTO40uy2st7EgpY3UzVDNqWK/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Exchange Rates”,"“Is it possible to trade back in, to give up this steel for something softer, something easier to hold?”",Singer - FYTTAOSD - Quote Image - Is it possible.png,https://drive.google.com/a/buttonpoetry.com/file/d/1jOeEb4eGLCQtr5xoa628Z88R0HR17Tq4/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17287,17287,12406,12406,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1jOeEb4eGLCQtr5xoa628Z88R0HR17Tq4/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Exchange Rates”,“There is an absolute limit to human potential. Nothing can be gained without equal sacrifice.”,Singer - FYTTAOSD - Quote Image - There is an absolute.png,https://drive.google.com/a/buttonpoetry.com/file/d/1Go_593r8I66dxJoc2YeZGlcnzLSlxq4P/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17288,17288,12407,12407,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1Go_593r8I66dxJoc2YeZGlcnzLSlxq4P/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“First Kiss Magic”,"“I feel like Peter Pan some days. I know it’s impossible, but I believe even this body can fly—like every broken bone, every bruise, is a feather.”",Singer - FYTTAOSD - Quote Image - I feel like Peter.png,https://drive.google.com/a/buttonpoetry.com/file/d/1DakzTn1BZCLv0U3Xov9QnkEoLTGmxJnf/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17321,17321,12431,12431,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1DakzTn1BZCLv0U3Xov9QnkEoLTGmxJnf/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“First Kiss Magic”,“I have always found it easier to believe in broken teeth than love.”,Singer - FYTTAOSD - Quote Image - I have always found.png,https://drive.google.com/a/buttonpoetry.com/file/d/1p2rUlWzANPpHiV53OqV5jiQbJ2JY3Jyk/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17318,17318,12428,12428,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1p2rUlWzANPpHiV53OqV5jiQbJ2JY3Jyk/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“First Kiss Magic”,"“If they had told the story right, Captain Hook would not have been an old man, simply a mirror. Nothing can take away our will to fly faster than we can.”",Singer - FYTTAOSD - Quote Image - If they had told.png,https://drive.google.com/a/buttonpoetry.com/file/d/19gA_KA9ly-1s93nDz-Zu5r5ck930UBi3/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17324,17324,12430,12430,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/19gA_KA9ly-1s93nDz-Zu5r5ck930UBi3/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Growing Old”,“I want to be just a little less me so we can have a little more time.”,Singer - FYTTAOSD - Quote Image - I want to be just.png,https://drive.google.com/a/buttonpoetry.com/file/d/1dUIKhSQ_MaxDrv1vN14OpAg_PA6laMJw/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17332,17332,12432,12432,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1dUIKhSQ_MaxDrv1vN14OpAg_PA6laMJw/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Hardest Thing”,“All your happy daydreams seem tiny and all your nightmares huge.”,Singer - FYTTAOSD - Quote Image - All your happy.png,https://drive.google.com/a/buttonpoetry.com/file/d/1N11scNGVLkyle_0OiyjuZboCxLV7EKZF/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17336,17336,12438,12438,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1N11scNGVLkyle_0OiyjuZboCxLV7EKZF/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Hardest Thing”,“Keep doing tiny things until the world is a slightly less dark place.”,Singer - FYTTAOSD - Quote Image - Keep doing tiny.png,https://drive.google.com/a/buttonpoetry.com/file/d/148DOIA9p0Z1BKhNUseOASsPZ4PiFvLNj/view?usp=drivesdk,,,,QI,QI,,,,TRUE,,,17341,17341,12442,12442,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/148DOIA9p0Z1BKhNUseOASsPZ4PiFvLNj/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Hardest Thing”,“Taking a shower is a miracle. Laughing is a miracle. Being here is a miracle.”,Singer - FYTTAOSD - Quote Image - Taking a shower.png,https://drive.google.com/a/buttonpoetry.com/file/d/1abVO14koI41drCITRwRNrYTzqTLATsKk/view?usp=drivesdk,,,,QI,QI,,,,TRUE,,,17337,17337,12439,12439,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1abVO14koI41drCITRwRNrYTzqTLATsKk/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Hero”,"“The difference between a good man and a great one is the ability to be crying and still proud, to be out of breath, unable to make a sound and still know you are all song.”",Singer - FYTTAOSD - Quote Image - The difference between.png,https://drive.google.com/a/buttonpoetry.com/file/d/1IblyqoQZxjOkd33_Kua-ShdYzKwwwQPP/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17346,17346,12445,12445,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1IblyqoQZxjOkd33_Kua-ShdYzKwwwQPP/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Hometown”,“I only go back to where I was raised to celebrate or mourn. It is getting hard to tell the difference between funerals and weddings.”,Singer - FYTTAOSD - Quote Image - I only go back.png,https://drive.google.com/a/buttonpoetry.com/file/d/1NVUN34Lm7o8vwETDfHtpbuwYNQ3q1dOJ/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17349,17349,12447,12447,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1NVUN34Lm7o8vwETDfHtpbuwYNQ3q1dOJ/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Hometown”,“We raise the first glass of the night to a memory no matter what. The only difference? Whether or not there will be fewer of us next time.”,Singer - FYTTAOSD - Quote Image - We raise the first.png,https://drive.google.com/a/buttonpoetry.com/file/d/1rHWHoNhk-NnnK9Re2cmRKGnLCQU5EIUe/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17350,17350,12448,12448,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1rHWHoNhk-NnnK9Re2cmRKGnLCQU5EIUe/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“I Fall in Love Like Punk Rock”,"“I have always been your drum kit. Even with your whole body, I don’t understand how you make me beat so fast.”",Singer - FYTTAOSD - Quote Image - I have always been your.png,https://drive.google.com/a/buttonpoetry.com/file/d/1L5uyOMFODdwCgZKci2PK1c4HCQERwOZJ/view?usp=drivesdk,,,,QI,QI,,,,TRUE,,,17373,17373,12462,12462,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1L5uyOMFODdwCgZKci2PK1c4HCQERwOZJ/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“I Fall in Love Like Punk Rock”,"“I need you like power chords—you are loud in all of the right ways, you keep the static quiet, you help cover up my mistakes.”",Singer - FYTTAOSD - Quote Image - I need you like.png,https://drive.google.com/a/buttonpoetry.com/file/d/1Anc2VWY0mHDh2FOz-72950kOwLjNDMLp/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17372,17372,12463,12463,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1Anc2VWY0mHDh2FOz-72950kOwLjNDMLp/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“I Fall in Love Like Punk Rock”,"“We are desperate and beautiful. We are living proof that if you do something hard enough, fast enough, for long enough, they will not only forgive you your shortcomings, they will love you for them.”",Singer - FYTTAOSD - Quote Image - We are desperate.png,https://drive.google.com/a/buttonpoetry.com/file/d/1g1uWLuxAZeTTMvogj-a-CUU5DS5yHbDj/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17375,17375,12465,12465,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1g1uWLuxAZeTTMvogj-a-CUU5DS5yHbDj/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“I Fall in Love Like Punk Rock”,"“You are the cheap whiskey in all of my songs. No matter what I am talking about, I always come back to you.”",Singer - FYTTAOSD - Quote Image - You are the cheap.png,https://drive.google.com/a/buttonpoetry.com/file/d/1lxJN2VhLRg6_7N_ZRjTm059mXOUeAaMi/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17376,17376,12466,12466,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1lxJN2VhLRg6_7N_ZRjTm059mXOUeAaMi/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“I Have Never Been Suicidal”,"“I am happier than I have ever been. I still have a hard time believing in myself, use the word broken too much.”",Singer - FYTTAOSD - Quote Image - I am happier.png,https://drive.google.com/a/buttonpoetry.com/file/d/1fOce_91KdbWWqYbmQxWl_Sb1jo_MPXYt/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17383,17383,12471,12471,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1fOce_91KdbWWqYbmQxWl_Sb1jo_MPXYt/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“I Have Never Been Suicidal”,"“I have always believed that life is a gift. Sometimes it’s a gift you don’t want, an itchy sweater you wish you could return.”",Singer - FYTTAOSD - Quote Image - I have always believed.png,https://drive.google.com/a/buttonpoetry.com/file/d/1j4ajBiD28Iax8vN9KGsKwjuWoOZQM-F4/view?usp=drivesdk,,,,QI,QI,,,,TRUE,,,17382,17382,12470,12470,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1j4ajBiD28Iax8vN9KGsKwjuWoOZQM-F4/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“I Have Never Been Suicidal”,“I have not always wanted to live. For a long time I couldn’t even imagine what joy would feel like. It’s a melody. It’s a tide. It is full and warm.”,Singer - FYTTAOSD - Quote Image - I have not always wanted.png,https://drive.google.com/a/buttonpoetry.com/file/d/17_bfYQQqJXkbY6Rou7yZAavEINzDZnbO/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17384,17384,12472,12472,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/17_bfYQQqJXkbY6Rou7yZAavEINzDZnbO/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“I Have Never Been Suicidal”,"“I stopped looking at life as good or bad, a series of snapshots where each was either a reason to live or a reason to die.”",Singer - FYTTAOSD - Quote Image - I stopped looking.png,https://drive.google.com/a/buttonpoetry.com/file/d/1MYJW2xAfk4f02ruehScX633-zit0RJz2/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17385,17385,12473,12473,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1MYJW2xAfk4f02ruehScX633-zit0RJz2/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“I Still Miss You”,"“Goodbyes are exactly like that—no matter how ready you think you are for them, they always leave you with so many things you want to say.”",Singer - FYTTAOSD - Quote Image - Goodbyes are exactly.png,https://drive.google.com/a/buttonpoetry.com/file/d/1_Y8rrslxhTgwy6yXXbhRw98LlFxW2AZ6/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17394,17394,12478,12478,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1_Y8rrslxhTgwy6yXXbhRw98LlFxW2AZ6/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Jared ( ) Singer”,"“Every adult man who wants you to be more like them will call you son, usually when giving instructions.”",Singer - FYTTAOSD - Quote Image - Every adult man.png,https://drive.google.com/a/buttonpoetry.com/file/d/1vGb3jUAQga-zW5ozsVL7wlWOu8uE3Dip/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17399,17399,12482,12482,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1vGb3jUAQga-zW5ozsVL7wlWOu8uE3Dip/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Jared ( ) Singer”,"“I was willing to take all the blame, just to be a part of someone else’s story.”",Singer - FYTTAOSD - Quote Image - I was willing.png,https://drive.google.com/a/buttonpoetry.com/file/d/1jJXd7gXNyMW-AyNfOKvdBWHklWqvmts7/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17400,17400,12483,12483,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1jJXd7gXNyMW-AyNfOKvdBWHklWqvmts7/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Jared ( ) Singer”,“I wouldn’t let them see me break. So I pretended this wasn’t a surrender of me.”,Singer - FYTTAOSD - Quote Image - I wouldn't let.png,https://drive.google.com/a/buttonpoetry.com/file/d/1kQ9V9h9FOOZrMx72N9QCXdsxO9pMowpx/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17401,17401,12484,12484,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1kQ9V9h9FOOZrMx72N9QCXdsxO9pMowpx/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Jared ( ) Singer”,"“Maybe I could be a bird. Fragile, magnificent.”",Singer - FYTTAOSD - Quote Image - Maybe I could be.png,https://drive.google.com/a/buttonpoetry.com/file/d/1Ko12AgeHIERx46b4b1E8C4yPzKW3a2Ww/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17409,17409,12486,12486,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1Ko12AgeHIERx46b4b1E8C4yPzKW3a2Ww/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Jared ( ) Singer”,“The act of naming something is an attempt to give it purpose.”,Singer - FYTTAOSD - Quote Image - The act of naming.png,https://drive.google.com/a/buttonpoetry.com/file/d/1SC1pcL2YNKYNZgKNV0Ut8ok-EZ3871MW/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17402,17402,12481,12481,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1SC1pcL2YNKYNZgKNV0Ut8ok-EZ3871MW/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Jared ( ) Singer”,"“When someone wants you to be anything but what you are, the easiest way to start is with a nickname.”",Singer - FYTTAOSD - Quote Image - When someone wants.png,https://drive.google.com/a/buttonpoetry.com/file/d/1QCPvzEjRJvkP7Xz3tmqfFUYs-PW_bR85/view?usp=drivesdk,,,,QI,QI,,,,TRUE,,,17403,17403,12480,12480,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1QCPvzEjRJvkP7Xz3tmqfFUYs-PW_bR85/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Jewdaism”,“I was taught that following tradition is more important than understanding it.”,Singer - FYTTAOSD - Quote Image - I was taught.png,https://drive.google.com/a/buttonpoetry.com/file/d/1zl2qUuUBmQI78rt03dT-FeK9SWPMU0l_/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17411,17411,12488,12488,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1zl2qUuUBmQI78rt03dT-FeK9SWPMU0l_/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,"“Living Trust, or The Proper Use of My Body”","“I have long since forgiven your lies. I have long since forgiven my body for failing, for breaking. Maybe forgiveness is transitive.”",Singer - FYTTAOSD - Quote Image - I have long.png,https://drive.google.com/a/buttonpoetry.com/file/d/10CXQPggCRsji0RCLnONXqZYQX10Z4cQm/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17438,17438,12504,12504,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/10CXQPggCRsji0RCLnONXqZYQX10Z4cQm/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,"“Living Trust, or The Proper Use of My Body”","“To my friends, I leave my teeth. They are broken and ugly and for that I apologize, but they are the parts of myself I worried about the most.”",Singer - FYTTAOSD - Quote Image - To my friends.png,https://drive.google.com/a/buttonpoetry.com/file/d/1mm_wIqPcw49iq6qTUYFqsH7U225UPZA0/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17439,17439,12506,12506,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1mm_wIqPcw49iq6qTUYFqsH7U225UPZA0/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,"“Living Trust, or The Proper Use of My Body”","“To my own memory, I leave my words. They are far from perfect and were frequently misused, but they were heartfelt and honest. The only legacy I could ever accept.”",Singer - FYTTAOSD - Quote Image - To my own memory.png,https://drive.google.com/a/buttonpoetry.com/file/d/1yJ5t1WTOrXM1fsnsTOlqaCPISkwnMHeP/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17440,17440,12505,12505,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1yJ5t1WTOrXM1fsnsTOlqaCPISkwnMHeP/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,"“Living Trust, or The Proper Use of My Body”","“To the last woman I loved, I leave my bones. They are broken but still work.”",Singer - FYTTAOSD - Quote Image - To the last.png,https://drive.google.com/a/buttonpoetry.com/file/d/1QrZEbpB-upS8q276Vh5tqTNIqZ5FYWy7/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17446,17446,12503,12503,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/1QrZEbpB-upS8q276Vh5tqTNIqZ5FYWy7/view?usp=drivesdk
,Jared Singer,FYTT,Forgive Yourself These Tiny Acts of Self-Destruction,“Love 1A:”,"“I love like a tornado; here we will be safe. But around us, things will be destroyed by our excess, and I promise, we will not end up in the same place that we started.”",Singer - FYTTAOSD - Quote Image - I love like a tornado.png,https://drive.google.com/a/buttonpoetry.com/file/d/12EM0AFUEMPgYwgcAvbuWA3SA5dT77kmr/view?usp=drivesdk,,,,QI,QI,,,,FALSE,,,17472,17472,12527,12527,1,,,,release_year,https://drive.google.com/a/buttonpoetry.com/file/d/12EM0AFUEMPgYwgcAvbuWA3SA5dT77kmr/view?usp=drivesdk
